img_id,folder_name,category_id,category_abbre,category_full_name,yolo_labels,places365_label
000403.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,person,
000404.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,,
000405.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
000406.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,"fire hydrant,airplane",
000407.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
000408.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,person,
000409.jpg,PATTERN,23,PL-Pat,Pattern,bed,
000410.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,bird,
000411.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
000412.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
000413.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
000414.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,"clock,cake",
000415.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
000416.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
000417.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
000418.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,bird,
000419.jpg,PATTERN,23,PL-Pat,Pattern,surfboard,
000420.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,person,
000421.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,orange,
000422.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,person,
000423.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
000424.jpg,PERSPECTIVE,21,S-Per,Perspective,,
000425.jpg,SCATTER,24,P-Scat,Scatter,,
000426.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,person,
000427.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
000428.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
000429.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,person,
000430.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,cat,
000431.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,dog,
000432.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
000433.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
000434.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,car,
000435.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bear,
000437.jpg,PATTERN,23,PL-Pat,Pattern,,
000439.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
000440.jpg,SCATTER,24,P-Scat,Scatter,"bird,person,boat",
000441.jpg,PATTERN,23,PL-Pat,Pattern,,
000442.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,person,
000445.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"person,snowboard",
000447.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,cell phone,
000449.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
000450.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,"airplane,bird,person",
000451.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
000452.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,dog,
000453.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
000454.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
000455.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,"person,boat",
000456.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
000457.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
000458.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
000459.jpg,SCATTER,24,P-Scat,Scatter,knife,
000460.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
000461.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,motorcycle,
000462.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,dog,
000463.jpg,DENSE,22,PL-Den,Random- Dense,,
000464.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,donut,
000465.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,frisbee,
000466.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,toilet,
000467.jpg,SCATTER,24,P-Scat,Scatter,,
000468.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,,
000469.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
000471.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
000472.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,person,
000473.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
000474.jpg,SCATTER,24,P-Scat,Scatter,apple,
000477.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,apple,
000478.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
000479.jpg,PATTERN,23,PL-Pat,Pattern,toothbrush,
000480.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"toilet,sink",
000481.jpg,PATTERN,23,PL-Pat,Pattern,umbrella,
000483.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,sheep,
000484.jpg,PERSPECTIVE,21,S-Per,Perspective,person,
000485.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,car,
000486.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
000487.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,,
000488.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
000489.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
000490.jpg,PERSPECTIVE,21,S-Per,Perspective,car,
000491.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,"clock,motorcycle",
000492.jpg,PERSPECTIVE,21,S-Per,Perspective,boat,
000493.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,person,
000494.jpg,PATTERN,23,PL-Pat,Pattern,,
000495.jpg,PERSPECTIVE,21,S-Per,Perspective,"person,car",
000496.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
000497.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
000498.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,dog,
000499.jpg,PATTERN,23,PL-Pat,Pattern,,
000500.jpg,SCATTER,24,P-Scat,Scatter,"wine glass,cup",
000502.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"cake,dining table",
000503.jpg,SCATTER,24,P-Scat,Scatter,kite,
000504.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
000505.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,dining table,
000508.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,person,
000509.jpg,PATTERN,23,PL-Pat,Pattern,,
000510.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,orange,
000511.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,bird,
000512.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,vase,
000513.jpg,DENSE,22,PL-Den,Random- Dense,spoon,
000514.jpg,SCATTER,24,P-Scat,Scatter,"broccoli,dining table,cake",
000515.jpg,PERSPECTIVE,21,S-Per,Perspective,"boat,person",
000516.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,person,
000517.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,person,
000519.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"dog,cat",
000520.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,,
000521.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
000522.jpg,PATTERN,23,PL-Pat,Pattern,cup,
000523.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,bird,
000524.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,"dining table,broccoli",
000525.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,cat,
000526.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"person,horse",
000527.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,kite,
000528.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,,
000529.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,,
000530.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
000531.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
000532.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
000533.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
000534.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,,
000535.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,frisbee,
000536.jpg,DIFFUSE,20,LS-Dif,Diffuse,vase,
000538.jpg,PERSPECTIVE,21,S-Per,Perspective,,
000539.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,potted plant,
000540.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
000541.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"bus,boat,person",
000542.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,"cup,dining table",
000544.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,person,
000545.jpg,PERSPECTIVE,21,S-Per,Perspective,,
000546.jpg,PERSPECTIVE,21,S-Per,Perspective,truck,
000547.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"bowl,dining table,cup",
000548.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
000549.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
000550.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,airplane,
000551.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,person,
000555.jpg,SCATTER,24,P-Scat,Scatter,,
000556.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
000557.jpg,PATTERN,23,PL-Pat,Pattern,,
000558.jpg,PATTERN,23,PL-Pat,Pattern,,
000559.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
000560.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,"person,skateboard",
000561.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
000563.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,dog,
000565.jpg,DENSE,22,PL-Den,Random- Dense,,
000566.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,person,
000567.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"person,tie",
000568.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,"scissors,bird",
000569.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,,
000570.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,,
000571.jpg,SCATTER,24,P-Scat,Scatter,bird,
000572.jpg,SCATTER,24,P-Scat,Scatter,remote,
000573.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
000576.jpg,PERSPECTIVE,21,S-Per,Perspective,bench,
000579.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,person,
000580.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,,
000581.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,vase,
000582.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,wine glass,
000583.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,"vase,sports ball",
000585.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,giraffe,
000586.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,sports ball,
000587.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
000588.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,apple,
000589.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,frisbee,
000590.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
000591.jpg,PATTERN,23,PL-Pat,Pattern,,
000593.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,orange,
000594.jpg,DENSE,22,PL-Den,Random- Dense,"carrot,banana",
000595.jpg,PERSPECTIVE,21,S-Per,Perspective,"person,clock",
000596.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
000597.jpg,SCATTER,24,P-Scat,Scatter,kite,
000598.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,traffic light,
000599.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
000600.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
000601.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
000602.jpg,SCATTER,24,P-Scat,Scatter,"apple,bird",
000603.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
000604.jpg,DIFFUSE,20,LS-Dif,Diffuse,clock,
000605.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,apple,
000607.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,person,
000608.jpg,PATTERN,23,PL-Pat,Pattern,,
000609.jpg,DIFFUSE,20,LS-Dif,Diffuse,bird,
000610.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,boat,
000611.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
000612.jpg,SCATTER,24,P-Scat,Scatter,"donut,orange",
000613.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,skis,
000614.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
000615.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,,
000616.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,clock,
000617.jpg,DENSE,22,PL-Den,Random- Dense,,
000618.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"cell phone,remote",
000619.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
000620.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,cat,
000621.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,cow,
000622.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,"train,traffic light",
000623.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,person,
000624.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,person,
000625.jpg,PERSPECTIVE,21,S-Per,Perspective,,
000626.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,vase,
000627.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
000628.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
000630.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,bird,
000632.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
000633.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
000634.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,banana,
000635.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"person,bus",
000636.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,bear,
000637.jpg,PERSPECTIVE,21,S-Per,Perspective,,
000639.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,potted plant,
000640.jpg,SCATTER,24,P-Scat,Scatter,cake,
000643.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,train,
000644.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,dining table,
000645.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,,
000646.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
000647.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"person,dining table",
000648.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,person,
000649.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"person,wine glass",
000650.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,donut,
000651.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
000652.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,boat,
000653.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,apple,
000656.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
000657.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,dog,
000658.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,"person,wine glass",
000659.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,zebra,
000660.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,bear,
000661.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,orange,
000662.jpg,DENSE,22,PL-Den,Random- Dense,,
000664.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,clock,
000665.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"person,cell phone,car",
000666.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,remote,
000668.jpg,DENSE,22,PL-Den,Random- Dense,,
000669.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,,
000670.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
000671.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"person,skateboard",
000672.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
000673.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,frisbee,
000675.jpg,PATTERN,23,PL-Pat,Pattern,,
000676.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
000678.jpg,DIFFUSE,20,LS-Dif,Diffuse,umbrella,
000679.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,person,
000681.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
000683.jpg,PERSPECTIVE,21,S-Per,Perspective,,
000685.jpg,DENSE,22,PL-Den,Random- Dense,"sandwich,cake",
000686.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,umbrella,
000687.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,,
000688.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,"bottle,clock,cup",
000689.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,,
000690.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"person,toothbrush",
000691.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,person,
000692.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
000693.jpg,DIFFUSE,20,LS-Dif,Diffuse,"clock,umbrella",
000694.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,"orange,banana",
000695.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,person,
000696.jpg,SCATTER,24,P-Scat,Scatter,,
000697.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,orange,
000698.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,,
000699.jpg,PATTERN,23,PL-Pat,Pattern,chair,
000701.jpg,SCATTER,24,P-Scat,Scatter,hot dog,
000703.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,"person,handbag",
000704.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,sheep,
000706.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
000707.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,,
000708.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,bird,
000709.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,bird,
000711.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
000712.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,dog,
000714.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
000715.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
000716.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,person,
000717.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,"fork,bowl",
000718.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,"bird,airplane",
000719.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
000720.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
000721.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,"bottle,wine glass",
000723.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
000724.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,bowl,
000725.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
000726.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
000727.jpg,DENSE,22,PL-Den,Random- Dense,cup,
000728.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
000729.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,"bench,boat",
000731.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
000732.jpg,DENSE,22,PL-Den,Random- Dense,,
000733.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,bird,
000734.jpg,PERSPECTIVE,21,S-Per,Perspective,,
000735.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,person,
000737.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
000738.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
000740.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,orange,
000741.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
000742.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
000744.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,,
000745.jpg,PERSPECTIVE,21,S-Per,Perspective,person,
000746.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,dog,
000749.jpg,PERSPECTIVE,21,S-Per,Perspective,,
000751.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
000752.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
000753.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,person,
000754.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,person,
000755.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"apple,dining table",
000756.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,person,
000757.jpg,SCATTER,24,P-Scat,Scatter,cake,
000758.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,clock,
000759.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,person,
000760.jpg,PATTERN,23,PL-Pat,Pattern,,
000761.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,car,
000763.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,horse,
000764.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,vase,
000765.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,"person,chair,dining table",
000766.jpg,PATTERN,23,PL-Pat,Pattern,,
000767.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,apple,
000771.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
000772.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
000773.jpg,DIFFUSE,20,LS-Dif,Diffuse,umbrella,
000775.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,"kite,bird",
000776.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,parking meter,
000777.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
000778.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,person,
000779.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,"teddy bear,person,bed",
000780.jpg,PATTERN,23,PL-Pat,Pattern,,
000781.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
000783.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"person,umbrella",
000784.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,person,
000785.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,,
000786.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
000787.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
000788.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,person,
000789.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,"person,sports ball",
000790.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,bird,
000791.jpg,DIFFUSE,20,LS-Dif,Diffuse,clock,
000792.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
000793.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,clock,
000796.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,bird,
000798.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
000799.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,traffic light,
000800.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,bottle,
000801.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
000803.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
000804.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,,
000805.jpg,DENSE,22,PL-Den,Random- Dense,,
000806.jpg,SCATTER,24,P-Scat,Scatter,airplane,
000807.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
000808.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
000809.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,,
000810.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
000811.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"person,tie",
000812.jpg,PATTERN,23,PL-Pat,Pattern,,
000813.jpg,PATTERN,23,PL-Pat,Pattern,,
000814.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,bird,
000815.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"bird,vase,dog",
000816.jpg,PATTERN,23,PL-Pat,Pattern,donut,
000818.jpg,PERSPECTIVE,21,S-Per,Perspective,"person,potted plant",
000820.jpg,SCATTER,24,P-Scat,Scatter,bird,
000821.jpg,PATTERN,23,PL-Pat,Pattern,,
000822.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,sandwich,
000823.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,person,
000824.jpg,PERSPECTIVE,21,S-Per,Perspective,,
000825.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,person,
000826.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
000827.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
000828.jpg,DENSE,22,PL-Den,Random- Dense,,
000829.jpg,DENSE,22,PL-Den,Random- Dense,bowl,
